bssid,rss
24:de:c6:ec:59:80,-84.0
24:de:c6:ec:59:81,-84.0
2c:56:dc:84:e6:ac,-84.0
d4:5d:64:a0:6c:c4,-82.0
70:5d:cc:e3:01:36,-82.0
3a:ca:84:36:96:72,-81.0
58:86:94:59:1c:82,-80.0
24:de:c6:e3:40:90,-79.0
24:de:c6:e3:40:91,-79.0
24:de:c6:e3:40:81,-77.0
90:9f:33:d7:ac:fa,-77.0
64:a5:c3:63:df:67,-76.0
16:18:c3:9e:8f:c2,-75.0
16:cb:19:13:89:25,-75.0
90:9f:33:a8:09:42,-75.0
00:26:66:87:04:b4,-74.0
d8:c7:c8:df:02:91,-74.0
d8:c7:c8:df:02:90,-73.0
64:a5:c3:63:df:66,-70.0
2c:56:dc:84:e6:a8,-69.0
8a:4f:c1:3a:a1:10,-68.0
d4:5d:64:a0:6c:c0,-67.0
70:5d:cc:dc:82:07,-67.0
88:1f:a1:3a:c1:4f,-67.0
72:5d:cc:c2:c9:9c,-66.0
70:5d:cc:dc:82:09,-66.0
58:86:94:59:1c:80,-66.0
40:ca:63:77:80:5b,-64.0
90:9f:33:a9:09:42,-63.0
d8:c7:c8:df:21:71,-61.0
d8:c7:c8:df:21:70,-61.0
2c:6f:c9:1e:1f:ac,-58.0
60:38:e0:c4:e8:99,-57.0
60:38:e0:c4:e8:9c,-57.0
90:9f:33:d7:ac:f8,-56.0
da:9c:67:d2:04:51,-55.0
88:36:6c:ad:18:74,-55.0
60:38:e0:c4:e8:9b,-54.0
60:38:e0:c4:e8:9a,-54.0
8a:36:6c:cd:18:74,-53.0
70:5d:cc:dc:82:05,-50.0
88:1f:a1:3a:c1:4e,-49.0
8a:4e:c1:3a:a1:10,-47.0
