timestamp,ssid,bssid,frequency,rss,wifiNo,legit
2313622951434,AL3433,58:86:94:61:03:8a,2447,-88,2,false
2313622422074,eduroam,24:de:c6:e3:40:81,2412,-71,2,false
2313622420046,Welcome_KAIST,24:de:c6:e3:40:80,2412,-70,2,false
2313624898365,sungju5G,88:36:6c:ad:18:74,5765,-53,3,false
2313624583288,DIRECT-72-HP M479dw Color LJ,3a:ca:84:36:96:72,2422,-84,3,false
2313624765555,SGVR,70:5d:cc:e3:01:36,2432,-72,3,false
2313624473862,Welcome_KAIST,d8:c7:c8:df:02:91,5180,-71,3,false
2313624473561,eduroam,d8:c7:c8:df:02:90,5180,-72,3,false
2313625329789,LOD2,8a:4e:c1:3a:a1:10,2462,-52,3,false
2313624981531,maengsr의 Wi-Fi 네트워크,64:a5:c3:63:df:67,5785,-83,3,false
2313625340875,maengsr의 Wi-Fi 네트워크,64:a5:c3:63:df:66,2462,-72,3,false
2313624983518,LOD2,8a:4f:c1:3a:a1:10,5785,-80,3,false
2313624473237,Lee2435_5G-2,70:5d:cc:dc:82:07,5180,-79,3,false
2313624888271,DIRECT-4C-HP ,16:cb:19:13:57:4c,2437,-86,3,false
2313624507184,sungju,8a:36:6c:cd:18:74,2417,-52,3,false
2313624812815,Lee2435_5G-1,70:5d:cc:dc:82:09,5745,-75,3,false
2313625142992,SWTV2438,d4:5d:64:a0:6c:c0,2452,-62,3,false
2313625334029,Lee2435,70:5d:cc:dc:82:05,2462,-63,3,false
2313625711382,SWTV2438-5G,d4:5d:64:a0:6c:c4,5500,-79,3,true
2313624912899,DIRECT-51-HP M254 LaserJet,da:9c:67:d2:04:51,2437,-65,3,false
2313625299090,one8sky,88:1f:a1:3a:c1:4e,2462,-52,3,false
2313624983039,LOD2,88:1f:a1:3a:c1:4f,5785,-80,3,false
2313625060658,lemontree,60:38:e0:c4:e8:9a,5805,-66,3,false
2313625061290,kaist_nlp,60:38:e0:c4:e8:9b,5805,-67,3,false
2313625313565,kaist_nlp,60:38:e0:c4:e8:9c,2462,-55,3,false
2313624491965,eduroam,24:de:c6:ec:65:01,2412,-87,3,false
2313624491731,Welcome_KAIST,24:de:c6:ec:65:00,2412,-85,3,false
2313624875904,DIRECT-25-HP ,16:cb:19:13:89:25,2437,-79,3,false
2313625337146,lemontree,60:38:e0:c4:e8:99,2462,-54,3,false
2313624453274,[cuberef]_E30AJT5503076V,40:ca:63:77:80:5b,2412,-78,3,false
2313625056560,iptime2434,90:9f:33:d7:ac:f8,2447,-72,3,false
2313624894538,HP-Print-ac-LaserJet 500,2c:6f:c9:1e:1f:ac,2437,-48,3,false
2313624832336,Welcome_KAIST,24:de:c6:ec:59:80,2437,-84,3,false
2313624834092,eduroam,24:de:c6:ec:59:81,2437,-83,3,false
2313624779601,AL3436_5G,58:86:94:59:1c:82,5745,-83,3,false
2313624959961,Welcome_KAIST,24:de:c6:e3:40:90,5785,-76,3,false
2313624590879,AL3436,58:86:94:59:1c:80,2422,-71,3,false
2313624965726,mlvrlab,90:9f:33:a9:09:42,2442,-81,3,false
2313624474422,DMLab2,58:86:94:0e:d5:82,2412,-79,3,false
2313624960193,eduroam,24:de:c6:e3:40:91,5785,-77,3,false
2313624629760,eduroam,d8:c7:c8:df:21:70,5220,-57,3,false
2313624630032,Welcome_KAIST,d8:c7:c8:df:21:71,5220,-57,3,false
2313624814036,mlvrlab5G,90:9f:33:a8:09:42,5745,-76,3,false
2313624882470,ISNL1,2c:56:dc:84:e6:a8,2437,-82,3,false
2313624441678,eduroam,24:de:c6:e3:40:81,2412,-68,3,false
2313624476713,Welcome_KAIST,24:de:c6:e3:40:80,2412,-70,3,false
2313624898365,sungju5G,88:36:6c:ad:18:74,5765,-53,4,false
2313624583288,DIRECT-72-HP M479dw Color LJ,3a:ca:84:36:96:72,2422,-84,4,false
2313624765555,SGVR,70:5d:cc:e3:01:36,2432,-72,4,false
2313624473862,Welcome_KAIST,d8:c7:c8:df:02:91,5180,-71,4,false
2313624473561,eduroam,d8:c7:c8:df:02:90,5180,-72,4,false
2313625329789,LOD2,8a:4e:c1:3a:a1:10,2462,-52,4,false
2313624981531,maengsr의 Wi-Fi 네트워크,64:a5:c3:63:df:67,5785,-83,4,false
2313625340875,maengsr의 Wi-Fi 네트워크,64:a5:c3:63:df:66,2462,-72,4,false
2313624983518,LOD2,8a:4f:c1:3a:a1:10,5785,-80,4,false
2313624473237,Lee2435_5G-2,70:5d:cc:dc:82:07,5180,-79,4,false
2313624888271,DIRECT-4C-HP ,16:cb:19:13:57:4c,2437,-86,4,false
2313624507184,sungju,8a:36:6c:cd:18:74,2417,-52,4,false
2313624812815,Lee2435_5G-1,70:5d:cc:dc:82:09,5745,-75,4,false
2313625142992,SWTV2438,d4:5d:64:a0:6c:c0,2452,-62,4,false
2313625334029,Lee2435,70:5d:cc:dc:82:05,2462,-63,4,false
2313625711382,SWTV2438-5G,d4:5d:64:a0:6c:c4,5500,-79,4,true
2313624912899,DIRECT-51-HP M254 LaserJet,da:9c:67:d2:04:51,2437,-65,4,false
2313625299090,one8sky,88:1f:a1:3a:c1:4e,2462,-52,4,false
2313624983039,LOD2,88:1f:a1:3a:c1:4f,5785,-80,4,false
2313625060658,lemontree,60:38:e0:c4:e8:9a,5805,-66,4,false
2313625061290,kaist_nlp,60:38:e0:c4:e8:9b,5805,-67,4,false
2313625313565,kaist_nlp,60:38:e0:c4:e8:9c,2462,-55,4,false
2313624491965,eduroam,24:de:c6:ec:65:01,2412,-87,4,false
2313624491731,Welcome_KAIST,24:de:c6:ec:65:00,2412,-85,4,false
2313624875904,DIRECT-25-HP ,16:cb:19:13:89:25,2437,-79,4,false
2313625337146,lemontree,60:38:e0:c4:e8:99,2462,-54,4,false
2313624453274,[cuberef]_E30AJT5503076V,40:ca:63:77:80:5b,2412,-78,4,false
2313625056560,iptime2434,90:9f:33:d7:ac:f8,2447,-72,4,false
2313624894538,HP-Print-ac-LaserJet 500,2c:6f:c9:1e:1f:ac,2437,-48,4,false
2313624832336,Welcome_KAIST,24:de:c6:ec:59:80,2437,-84,4,false
2313624834092,eduroam,24:de:c6:ec:59:81,2437,-83,4,false
2313624779601,AL3436_5G,58:86:94:59:1c:82,5745,-83,4,false
2313624959961,Welcome_KAIST,24:de:c6:e3:40:90,5785,-76,4,false
2313624590879,AL3436,58:86:94:59:1c:80,2422,-71,4,false
2313624965726,mlvrlab,90:9f:33:a9:09:42,2442,-81,4,false
2313624474422,DMLab2,58:86:94:0e:d5:82,2412,-79,4,false
2313624960193,eduroam,24:de:c6:e3:40:91,5785,-77,4,false
2313624629760,eduroam,d8:c7:c8:df:21:70,5220,-57,4,false
2313624630032,Welcome_KAIST,d8:c7:c8:df:21:71,5220,-57,4,false
2313624814036,mlvrlab5G,90:9f:33:a8:09:42,5745,-76,4,false
2313624882470,ISNL1,2c:56:dc:84:e6:a8,2437,-82,4,false
2313624441678,eduroam,24:de:c6:e3:40:81,2412,-68,4,false
2313624476713,Welcome_KAIST,24:de:c6:e3:40:80,2412,-70,4,false
2313624898365,sungju5G,88:36:6c:ad:18:74,5765,-53,5,false
2313624583288,DIRECT-72-HP M479dw Color LJ,3a:ca:84:36:96:72,2422,-84,5,false
2313624765555,SGVR,70:5d:cc:e3:01:36,2432,-72,5,false
2313624473862,Welcome_KAIST,d8:c7:c8:df:02:91,5180,-71,5,false
2313624473561,eduroam,d8:c7:c8:df:02:90,5180,-72,5,false
2313625329789,LOD2,8a:4e:c1:3a:a1:10,2462,-52,5,false
2313624981531,maengsr의 Wi-Fi 네트워크,64:a5:c3:63:df:67,5785,-83,5,false
2313625340875,maengsr의 Wi-Fi 네트워크,64:a5:c3:63:df:66,2462,-72,5,false
2313624983518,LOD2,8a:4f:c1:3a:a1:10,5785,-80,5,false
2313624473237,Lee2435_5G-2,70:5d:cc:dc:82:07,5180,-79,5,false
2313624888271,DIRECT-4C-HP ,16:cb:19:13:57:4c,2437,-86,5,false
2313624507184,sungju,8a:36:6c:cd:18:74,2417,-52,5,false
2313624812815,Lee2435_5G-1,70:5d:cc:dc:82:09,5745,-75,5,false
2313625142992,SWTV2438,d4:5d:64:a0:6c:c0,2452,-62,5,false
2313625334029,Lee2435,70:5d:cc:dc:82:05,2462,-63,5,false
2313625711382,SWTV2438-5G,d4:5d:64:a0:6c:c4,5500,-79,5,true
2313624912899,DIRECT-51-HP M254 LaserJet,da:9c:67:d2:04:51,2437,-65,5,false
2313625299090,one8sky,88:1f:a1:3a:c1:4e,2462,-52,5,false
2313624983039,LOD2,88:1f:a1:3a:c1:4f,5785,-80,5,false
2313625060658,lemontree,60:38:e0:c4:e8:9a,5805,-66,5,false
2313625061290,kaist_nlp,60:38:e0:c4:e8:9b,5805,-67,5,false
2313625313565,kaist_nlp,60:38:e0:c4:e8:9c,2462,-55,5,false
2313624491965,eduroam,24:de:c6:ec:65:01,2412,-87,5,false
2313624491731,Welcome_KAIST,24:de:c6:ec:65:00,2412,-85,5,false
2313624875904,DIRECT-25-HP ,16:cb:19:13:89:25,2437,-79,5,false
2313625337146,lemontree,60:38:e0:c4:e8:99,2462,-54,5,false
2313624453274,[cuberef]_E30AJT5503076V,40:ca:63:77:80:5b,2412,-78,5,false
2313625056560,iptime2434,90:9f:33:d7:ac:f8,2447,-72,5,false
2313624894538,HP-Print-ac-LaserJet 500,2c:6f:c9:1e:1f:ac,2437,-48,5,false
2313624832336,Welcome_KAIST,24:de:c6:ec:59:80,2437,-84,5,false
2313624834092,eduroam,24:de:c6:ec:59:81,2437,-83,5,false
2313624779601,AL3436_5G,58:86:94:59:1c:82,5745,-83,5,false
2313624959961,Welcome_KAIST,24:de:c6:e3:40:90,5785,-76,5,false
2313624590879,AL3436,58:86:94:59:1c:80,2422,-71,5,false
2313624965726,mlvrlab,90:9f:33:a9:09:42,2442,-81,5,false
2313624474422,DMLab2,58:86:94:0e:d5:82,2412,-79,5,false
2313624960193,eduroam,24:de:c6:e3:40:91,5785,-77,5,false
2313624629760,eduroam,d8:c7:c8:df:21:70,5220,-57,5,false
2313624630032,Welcome_KAIST,d8:c7:c8:df:21:71,5220,-57,5,false
2313624814036,mlvrlab5G,90:9f:33:a8:09:42,5745,-76,5,false
2313624882470,ISNL1,2c:56:dc:84:e6:a8,2437,-82,5,false
2313624441678,eduroam,24:de:c6:e3:40:81,2412,-68,5,false
2313624476713,Welcome_KAIST,24:de:c6:e3:40:80,2412,-70,5,false
2313624898365,sungju5G,88:36:6c:ad:18:74,5765,-53,6,false
2313624583288,DIRECT-72-HP M479dw Color LJ,3a:ca:84:36:96:72,2422,-84,6,false
2313624765555,SGVR,70:5d:cc:e3:01:36,2432,-72,6,false
2313624473862,Welcome_KAIST,d8:c7:c8:df:02:91,5180,-71,6,false
2313624473561,eduroam,d8:c7:c8:df:02:90,5180,-72,6,false
2313625329789,LOD2,8a:4e:c1:3a:a1:10,2462,-52,6,false
2313624981531,maengsr의 Wi-Fi 네트워크,64:a5:c3:63:df:67,5785,-83,6,false
2313625340875,maengsr의 Wi-Fi 네트워크,64:a5:c3:63:df:66,2462,-72,6,false
2313624983518,LOD2,8a:4f:c1:3a:a1:10,5785,-80,6,false
2313624473237,Lee2435_5G-2,70:5d:cc:dc:82:07,5180,-79,6,false
2313624888271,DIRECT-4C-HP ,16:cb:19:13:57:4c,2437,-86,6,false
2313624507184,sungju,8a:36:6c:cd:18:74,2417,-52,6,false
2313624812815,Lee2435_5G-1,70:5d:cc:dc:82:09,5745,-75,6,false
2313625142992,SWTV2438,d4:5d:64:a0:6c:c0,2452,-62,6,false
2313625334029,Lee2435,70:5d:cc:dc:82:05,2462,-63,6,false
2313625711382,SWTV2438-5G,d4:5d:64:a0:6c:c4,5500,-79,6,true
2313624912899,DIRECT-51-HP M254 LaserJet,da:9c:67:d2:04:51,2437,-65,6,false
2313625299090,one8sky,88:1f:a1:3a:c1:4e,2462,-52,6,false
2313624983039,LOD2,88:1f:a1:3a:c1:4f,5785,-80,6,false
2313625060658,lemontree,60:38:e0:c4:e8:9a,5805,-66,6,false
2313625061290,kaist_nlp,60:38:e0:c4:e8:9b,5805,-67,6,false
2313625313565,kaist_nlp,60:38:e0:c4:e8:9c,2462,-55,6,false
2313624491965,eduroam,24:de:c6:ec:65:01,2412,-87,6,false
2313624491731,Welcome_KAIST,24:de:c6:ec:65:00,2412,-85,6,false
2313624875904,DIRECT-25-HP ,16:cb:19:13:89:25,2437,-79,6,false
2313625337146,lemontree,60:38:e0:c4:e8:99,2462,-54,6,false
2313624453274,[cuberef]_E30AJT5503076V,40:ca:63:77:80:5b,2412,-78,6,false
2313625056560,iptime2434,90:9f:33:d7:ac:f8,2447,-72,6,false
2313624894538,HP-Print-ac-LaserJet 500,2c:6f:c9:1e:1f:ac,2437,-48,6,false
2313624832336,Welcome_KAIST,24:de:c6:ec:59:80,2437,-84,6,false
2313624834092,eduroam,24:de:c6:ec:59:81,2437,-83,6,false
2313624779601,AL3436_5G,58:86:94:59:1c:82,5745,-83,6,false
2313624959961,Welcome_KAIST,24:de:c6:e3:40:90,5785,-76,6,false
2313624590879,AL3436,58:86:94:59:1c:80,2422,-71,6,false
2313624965726,mlvrlab,90:9f:33:a9:09:42,2442,-81,6,false
2313624474422,DMLab2,58:86:94:0e:d5:82,2412,-79,6,false
2313624960193,eduroam,24:de:c6:e3:40:91,5785,-77,6,false
2313624629760,eduroam,d8:c7:c8:df:21:70,5220,-57,6,false
2313624630032,Welcome_KAIST,d8:c7:c8:df:21:71,5220,-57,6,false
2313624814036,mlvrlab5G,90:9f:33:a8:09:42,5745,-76,6,false
2313624882470,ISNL1,2c:56:dc:84:e6:a8,2437,-82,6,false
2313624441678,eduroam,24:de:c6:e3:40:81,2412,-68,6,false
2313624476713,Welcome_KAIST,24:de:c6:e3:40:80,2412,-70,6,false
2313624898365,sungju5G,88:36:6c:ad:18:74,5765,-53,7,false
2313624583288,DIRECT-72-HP M479dw Color LJ,3a:ca:84:36:96:72,2422,-84,7,false
2313624765555,SGVR,70:5d:cc:e3:01:36,2432,-72,7,false
2313624473862,Welcome_KAIST,d8:c7:c8:df:02:91,5180,-71,7,false
2313624473561,eduroam,d8:c7:c8:df:02:90,5180,-72,7,false
2313625329789,LOD2,8a:4e:c1:3a:a1:10,2462,-52,7,false
2313624981531,maengsr의 Wi-Fi 네트워크,64:a5:c3:63:df:67,5785,-83,7,false
2313625340875,maengsr의 Wi-Fi 네트워크,64:a5:c3:63:df:66,2462,-72,7,false
2313624983518,LOD2,8a:4f:c1:3a:a1:10,5785,-80,7,false
2313624473237,Lee2435_5G-2,70:5d:cc:dc:82:07,5180,-79,7,false
2313624888271,DIRECT-4C-HP ,16:cb:19:13:57:4c,2437,-86,7,false
2313624507184,sungju,8a:36:6c:cd:18:74,2417,-52,7,false
2313624812815,Lee2435_5G-1,70:5d:cc:dc:82:09,5745,-75,7,false
2313625142992,SWTV2438,d4:5d:64:a0:6c:c0,2452,-62,7,false
2313625334029,Lee2435,70:5d:cc:dc:82:05,2462,-63,7,false
2313625711382,SWTV2438-5G,d4:5d:64:a0:6c:c4,5500,-79,7,true
2313624912899,DIRECT-51-HP M254 LaserJet,da:9c:67:d2:04:51,2437,-65,7,false
2313625299090,one8sky,88:1f:a1:3a:c1:4e,2462,-52,7,false
2313624983039,LOD2,88:1f:a1:3a:c1:4f,5785,-80,7,false
2313625060658,lemontree,60:38:e0:c4:e8:9a,5805,-66,7,false
2313625061290,kaist_nlp,60:38:e0:c4:e8:9b,5805,-67,7,false
2313625313565,kaist_nlp,60:38:e0:c4:e8:9c,2462,-55,7,false
2313624491965,eduroam,24:de:c6:ec:65:01,2412,-87,7,false
2313624491731,Welcome_KAIST,24:de:c6:ec:65:00,2412,-85,7,false
2313624875904,DIRECT-25-HP ,16:cb:19:13:89:25,2437,-79,7,false
2313625337146,lemontree,60:38:e0:c4:e8:99,2462,-54,7,false
2313624453274,[cuberef]_E30AJT5503076V,40:ca:63:77:80:5b,2412,-78,7,false
2313625056560,iptime2434,90:9f:33:d7:ac:f8,2447,-72,7,false
2313624894538,HP-Print-ac-LaserJet 500,2c:6f:c9:1e:1f:ac,2437,-48,7,false
2313624832336,Welcome_KAIST,24:de:c6:ec:59:80,2437,-84,7,false
2313624834092,eduroam,24:de:c6:ec:59:81,2437,-83,7,false
2313624779601,AL3436_5G,58:86:94:59:1c:82,5745,-83,7,false
2313624959961,Welcome_KAIST,24:de:c6:e3:40:90,5785,-76,7,false
2313624590879,AL3436,58:86:94:59:1c:80,2422,-71,7,false
2313624965726,mlvrlab,90:9f:33:a9:09:42,2442,-81,7,false
2313624474422,DMLab2,58:86:94:0e:d5:82,2412,-79,7,false
2313624960193,eduroam,24:de:c6:e3:40:91,5785,-77,7,false
2313624629760,eduroam,d8:c7:c8:df:21:70,5220,-57,7,false
2313624630032,Welcome_KAIST,d8:c7:c8:df:21:71,5220,-57,7,false
2313624814036,mlvrlab5G,90:9f:33:a8:09:42,5745,-76,7,false
2313624882470,ISNL1,2c:56:dc:84:e6:a8,2437,-82,7,false
2313624441678,eduroam,24:de:c6:e3:40:81,2412,-68,7,false
2313624476713,Welcome_KAIST,24:de:c6:e3:40:80,2412,-70,7,false
2313624898365,sungju5G,88:36:6c:ad:18:74,5765,-53,8,false
2313624583288,DIRECT-72-HP M479dw Color LJ,3a:ca:84:36:96:72,2422,-84,8,false
2313624765555,SGVR,70:5d:cc:e3:01:36,2432,-72,8,false
2313624473862,Welcome_KAIST,d8:c7:c8:df:02:91,5180,-71,8,false
2313624473561,eduroam,d8:c7:c8:df:02:90,5180,-72,8,false
2313625329789,LOD2,8a:4e:c1:3a:a1:10,2462,-52,8,false
2313624981531,maengsr의 Wi-Fi 네트워크,64:a5:c3:63:df:67,5785,-83,8,false
2313625340875,maengsr의 Wi-Fi 네트워크,64:a5:c3:63:df:66,2462,-72,8,false
2313624983518,LOD2,8a:4f:c1:3a:a1:10,5785,-80,8,false
